Site no,PCTID,PCTAssignmentCategory,ElevationInMeters,annualRainfallInMillimeters,annualMeanTemperatureInCelsius
WLG16F8F,3021,Primary,78.77,1525.44,18.19
WLG17F5F,3021,Primary,90.44,1539.17,17.88
WLG18F0F,3021,Primary,55.76,1554.37,17.93
WLG19F0F,3021,Primary,48.44,1550.89,18.04
WPT03,3021,Primary,225.82,1776.77,15.59
YBNP19,3021,Primary,136.19,1631.68,16.96
YBNP34,3021,Primary,116.85,1675.46,16.8
BBN03X8M,3021,Primary,436.58,1621.66,15.82
BYB10B3V,3021,Primary,93.36,1567.16,16.76
CBY06O4L,3021,Primary,563.21,1640.2,15.3
CBY02B8M,3021,Primary,618.85,1894.56,14.57
LRN18O2M,3021,Primary,499.95,2010.76,14.71
LRN19O4L,3021,Primary,63.94,1468.68,17.27
LRN20O1L,3021,Primary,60.74,1569.93,16.78
LRN22X0F,3021,Primary,47.04,1549.43,16.89
WRA03O4L,3021,Primary,274.14,1182.45,15.97
WRA06O2M,3021,Primary,556.93,1599.58,14.38
BGN12F2L,3021,Primary,47.34,1686.55,18.12
GIO014,3021,Primary,155.07,1559.12,17.36
LRN09X3V,3021,Primary,96.36,1551.6,16.83
MNE06Q1F,3021,Primary,90.47,1567.42,17.86
MNE07F1F,3021,Primary,89.61,1567.42,17.83
MSB18C3L,3021,Primary,33.35,1579.34,18.07
MNE10F3S,3021,Primary,132.78,1557.52,17.9
MLE17F7V,3021,Primary,605.66,1631.56,14.56
AL83L099,3021,Secondary,17.88,1717.77,18.08
DOR04,3021,Secondary,177.46,1710.48,16.11
MSB16C7G,3021,Secondary,60.09,1516.69,17.95
WNPFF20,3021,Secondary,404.17,1049.87,15.51
JH_EB35,3021,Secondary,353.31,1612.2,16.15
WNPFF70,3021,Secondary,247.96,1076.47,16.61
PTM09P2U,3022,Primary,29.49,1531.1,16.99
PTM10P4L,3022,Primary,34.79,1545.64,16.93
PTM1502G,3022,Primary,19.23,1521.32,17.02
PTM1604M,3022,Primary,23.25,1526.17,17
PTM1701M,3022,Primary,18.32,1537.62,16.96
MCLRF005,3022,Primary,14.84,1467.27,17.13
EL_OCC1,3024,Primary,786.63,731.52,13.1
GRW01A2V,3024,Primary,756.51,764.34,12.67
DRL37N5V,3025,Primary,54.79,1122.32,17.16
DRL43A1V,3025,Primary,24.48,1180.4,16.93
DRL58A2V,3025,Primary,49.05,1152.6,16.96
GSFA2A3V,3025,Primary,22.88,1288.76,16.97
MER3035C,3025,Primary,26.27,1273,16.55
MER3035T,3025,Primary,26.99,1264.12,16.66
MER3037T,3025,Primary,16.61,1271.91,16.99
MER3039C,3025,Primary,37.52,1238.72,16.79
MER3039T,3025,Primary,37.51,1243.72,16.74
MRS13A8V,3025,Primary,27.29,1067.96,17.22
OUMBORE1,3025,Primary,20.95,1272.17,16.98
OUMBORE2,3025,Primary,15.42,1272.32,16.99
RPBCO1,3025,Primary,13.54,1276.65,17.02
WYN02A6F,3025,Primary,43.56,1296.36,16.4
WYN03A1F,3025,Primary,27.36,1262.85,16.55
WYN04A2F,3025,Primary,35.43,1237.83,16.78
WYN05A5F,3025,Primary,64.6,1225.98,16.67
WYNB9A,3025,Primary,18.2,1272.07,16.99
WYNC1A,3025,Primary,15.88,1270.62,17
WYNC2A,3025,Primary,18.66,1271.79,16.99
MER3038C,3025,Secondary,38.4,1224,16.78
MER3038T,3025,Secondary,37.52,1230.14,16.71
WIL27WLE,3025,Secondary,9.36,870.18,17.05
RUM_BB12,3025,Secondary,46.37,1308,16.51
COSS28,3025,Secondary,18.18,1275.63,16.94
BBN04B8C,3026,Primary,678.94,1976.77,14.27
CBY03B1U,3026,Primary,629.9,1882.71,14.56
GIBGC055,3027,Primary,1149.03,1335.93,12.07
GIBGC056,3027,Primary,1167.21,1341.38,12.02
AVN21,3028,Primary,413.85,1528.06,14.02
AVN28,3028,Primary,446.07,1496.95,14.74
AVN32,3028,Primary,351.49,1453.3,14.58
AVN34,3028,Primary,370.13,1404.49,14.84
AVN98T2U,3028,Primary,478.57,1541.51,14.52
BAG007,3028,Primary,609.57,1925.74,13.42
BAG016,3028,Primary,416.83,1871.43,14.7
BAG017,3028,Primary,493.09,1966.47,13.39
BLL18T2U,3028,Primary,324.67,1433.03,15.37
BLL20T2U,3028,Primary,340.52,1501.87,14.99
BLL75,3028,Primary,317.01,1507.44,15.05
BLL98I1U,3028,Primary,350.46,1590.3,14.79
BLLA1,3028,Primary,292.32,1508.34,15.08
BLLA2,3028,Primary,307.79,1428.01,15.66
BRY001,3028,Primary,507.73,1585.12,14.25
BRY008LQ,3028,Primary,565.49,1683.04,13.24
BRY011B,3028,Primary,585.47,1691.09,13.79
BRY041LQ,3028,Primary,514.89,1553.4,13.81
BRY043B,3028,Primary,489.7,1714.9,13.92
BUD014,3028,Primary,437.73,1797.2,14.25
BUD023,3028,Primary,585.62,1524.37,13.67
BUD024,3028,Primary,595.46,1527.13,13.67
BUD026,3028,Primary,572.58,1524.41,13.74
BUGO011,3028,Primary,133.29,1185.23,15.8
BUN033LQ,3028,Primary,183.72,1183.9,15.66
GSFE5BRW,3028,Primary,51.14,1229.1,16.57
HRN78B4V,3028,Primary,85.51,1171.38,16.44
KIA003B,3028,Primary,501.39,1978.28,14.31
KLA01D3L,3028,Primary,80.04,1253.72,15.38
KLA02D3L,3028,Primary,98.82,1253.92,15.33
KLA03D3L,3028,Primary,86.72,1251.66,15.37
KNG001LQ,3028,Primary,516.3,1390.74,13.57
KNG002HQ,3028,Primary,562.06,1404.68,13.38
KNG007LQ,3028,Primary,190.64,1808.46,14.78
KNG029LQ,3028,Primary,361.92,1790.18,14.81
NSSG101,3028,Primary,46.93,1309.06,16.24
NSSG104,3028,Primary,51.91,1240.03,16.59
NSSG107,3028,Primary,38.28,1305.55,16.28
NSSG110,3028,Primary,28.25,1350.76,16.43
NSSG112,3028,Primary,44.21,1252.13,16.5
NSSS105,3028,Primary,47.95,1208.89,16.73
NSSS107,3028,Primary,106.52,1182.02,16.89
NSSS301,3028,Primary,79.94,1365.11,15.99
RBR25,3028,Primary,460.47,1519.78,13.8
RBR73P6L,3028,Primary,448.99,1733.32,13.4
RNR005,3028,Primary,438.69,1784.35,14.1
RNR007,3028,Primary,522.78,1838.27,13.54
RODWAY01,3028,Primary,442.35,1785.91,14.03
SZ22405M,3028,Primary,584.12,1872.59,13.47
SZ23201,3028,Primary,456.3,1920.92,13.98
TBE01D1S,3028,Primary,118.83,1258.91,15.21
WLL04I2M,3028,Primary,359.92,1569.07,14.67
WLL63,3028,Primary,459.52,1622.34,14.26
WLL65,3028,Primary,319.1,1532.36,14.93
WLL68,3028,Primary,448.58,1635.13,14.3
WLL82,3028,Primary,345.3,1518.06,15.01
WLL90I2U,3028,Primary,401.97,1517.94,15.16
WLL95T4U,3028,Primary,392.33,1540.41,14.27
DEND_S18,3028,Primary,313.41,1333.49,14.75
BUD_P30,3028,Primary,364.42,1766.58,15.08
BUD_P31,3028,Primary,231.64,1759.51,15.42
BUD_P34,3028,Primary,226.13,1572.64,15.54
BUD_P39,3028,Primary,569.43,1578.57,13.53
BUD_PT2,3028,Primary,587.42,1859.89,13.44
FLRNP9A,3028,Secondary,58.91,1329.33,16.33
SZ23202,3028,Secondary,152.94,1305.93,15.83
SZ23206,3028,Secondary,443.3,1954.17,13.52
WLL50,3028,Secondary,338.58,1582.04,14.78
WLL51,3028,Secondary,321.8,1541.08,14.98
WSC_SRD_40,3028,Secondary,664.48,1339.33,12.86
CLYDE020,3028,Secondary,94.29,1269.84,15.26
CLYDE026,3028,Secondary,37.21,1273.25,15.13
CLYDE063,3028,Secondary,77.28,1255.89,15.14
CLYDE065,3028,Secondary,72.7,1254.55,15.21
CLYDE087,3028,Secondary,142.17,1274.15,15.21
BLH08A3F,3029,Primary,84.24,1330.67,16.56
BUL10X7F,3029,Primary,92.21,1326.25,16.56
BUL11V7L,3029,Primary,156.78,1376.76,15.86
CCCEN04,3029,Primary,53.57,1282.6,16.84
CCCEN38,3029,Primary,81.77,1306.48,16.42
DRL25N1V,3029,Primary,74.18,1183.39,16.06
DRL39A3L,3029,Primary,99.34,1149.76,16.94
DRL40N3M,3029,Primary,235.64,1149.06,16.85
GSF04N5V,3029,Primary,49.15,1286.51,16.71
GSF08N2V,3029,Primary,42.3,1300.63,16.87
GSFH2A5V,3029,Primary,37.23,1290.82,16.75
HUGHES1,3029,Primary,108.81,1254.37,16.16
MER3085,3029,Primary,143.4,1170.28,16.24
MRK02A3F,3029,Primary,47.77,1273.01,16.62
MRK04X0F,3029,Primary,59.25,1279.13,16.51
MRK05V8L,3029,Primary,92.97,1305.69,16.48
MRK06V7L,3029,Primary,308.72,1450.2,15.21
MRS03N3M,3029,Primary,290,1174.49,15.65
MRS04P3M,3029,Primary,269.81,1015.62,16.93
MRS07N3V,3029,Primary,67.69,1159.87,16.65
MRS19N6V,3029,Primary,350.81,1252.54,15.23
MRS34P3M,3029,Primary,245.69,1104.74,16.4
MRS55N5V,3029,Primary,367.76,1222.31,15.08
MRS56N6L,3029,Primary,355.37,1173.26,15.82
MRSA9N5L,3029,Primary,142.99,1039.44,16.92
MRSB0N5L,3029,Primary,247.36,1040.62,16.8
MRSB1A3F,3029,Primary,110.48,1115.22,16.48
MRSB2A3F,3029,Primary,107.63,1101.67,16.62
MYL01V1V,3029,Primary,93.74,1265.49,16.41
NGCRA001,3029,Primary,308.34,1205.05,15.69
OUR105,3029,Primary,63.57,1215.42,16.8
QRB38N5L,3029,Primary,389.02,1174.86,15.34
RPD1T2,3029,Primary,470.3,1524.74,14.82
RPT047,3029,Primary,406.98,1488.13,15.03
RUM_BB04,3029,Primary,66.08,1296.77,16.87
RUM_BB08,3029,Primary,85.61,1299.86,16.68
RUM_BB11,3029,Primary,59.53,1309.41,16.48
SALT2,3029,Primary,38.9,1289.16,16.67
TRIPLES1,3029,Primary,46.94,1302.24,16.87
TRIPLES2,3029,Primary,46.96,1301.58,16.86
TRIPLES3,3029,Primary,59.98,1303.07,16.84
VMP2ST56,3029,Primary,195.23,1323.96,15.71
WF53,3029,Primary,13.77,1250.34,16.87
WINDPA1,3029,Primary,210.46,1247.02,16.07
WLSM8A6V,3029,Primary,67.03,1022.05,17.16
WTT03X8L,3029,Primary,47.53,1389.21,16.19
WYN19N2V,3029,Primary,117.05,1279.68,16.31
WYN29N5L,3029,Primary,150.73,1292.79,16.31
MRSB6A7V,3029,Primary,220.67,1185.23,15.39
THB35C2M,3029,Primary,118.82,1302.12,16.44
RPA048,3029,Secondary,408.91,1500.04,15.01
COSS25,3029,Secondary,63.78,1305.86,16.23
HLL50H8V,3030,Primary,462.55,818.54,13.83
14790G5,3031,Primary,725.8,1439.19,13.92
LNE13023,3031,Primary,726.98,1806.89,13.89
NDRFC1-3,3031,Primary,993.45,1548.39,13.01
NDWG008,3031,Primary,1049.95,1512.97,12.77
NEF2315,3031,Primary,966.75,1349.34,12.55
NRAC025,3031,Primary,1137.01,1369.75,11.37
NRAC026,3031,Primary,1087.02,1295.33,11.87
NUNEV024,3031,Primary,869.35,2243.41,12.88
NWENG021,3031,Primary,1032.68,1419.11,12.1
NWENG032,3031,Primary,1140.57,1537.34,11.46
NWENG035,3031,Primary,1058.73,1430.04,12.4
NWENG038,3031,Primary,1121.23,1324.51,12.74
NWENG052,3031,Primary,1085.34,1474.81,12.11
NWENG077,3031,Primary,1061.6,1496.57,11.81
NWSTYW40,3031,Primary,1077.18,1322.91,12
OWRFF41,3031,Primary,1051.61,1634.24,12.19
OWRFF42,3031,Primary,1001.93,1612.78,12.37
PAW00044,3031,Primary,1094.19,1806,11.71
PAW00066,3031,Primary,927.51,1214.27,12.86
PAW00067,3031,Primary,1013.3,1296.68,12.55
PAWRLL02,3031,Primary,648.64,1186.39,14.45
PGRCMIN3,3031,Primary,801.56,1508.65,13.53
PGRCWSH1,3031,Primary,1031.53,1284.7,12.24
PPK00006,3031,Primary,1068.19,1606.59,12.5
PPK00043,3031,Primary,1044.92,1627.23,12.39
PPK00051,3031,Primary,1109.2,1752.72,11.45
TBHRF1,3031,Primary,826.04,1628.06,13.08
TDPRF1,3031,Primary,772.27,1521.18,13.42
WING0129,3031,Primary,984.77,1186.27,12.7
WING0509,3031,Primary,1146.3,1328.06,11.53
CCK05F7F,3031,Primary,568.93,1359.7,14.37
GIBDG091,3031,Primary,1041.64,1252.59,12.41
CARR29,3031,Primary,931.68,1428.98,12.69
MUM56,3031,Primary,959.27,1116.84,12.65
MUM73,3031,Primary,869.94,992.75,12.72
DRG10F2S,3031,Primary,839.18,1531.48,12.77
PCNPRF6,3031,Secondary,984.82,1443.1,12.67
CARR08,3031,Secondary,893.65,1373.02,13.31
12066G2,3032,Primary,263.64,1419.32,16.45
13655G2,3032,Primary,749.55,1071.54,13.56
14339G5,3032,Primary,855.65,1386.62,13.84
14339G8,3032,Primary,740.72,1444.43,13.59
BAL20F5L,3032,Primary,521.46,1775.66,15.05
BAR36,3032,Primary,560.37,1241.05,15.24
BDW02F2S,3032,Primary,522.74,1687.46,15.28
BWM01D3L,3032,Primary,401.41,1157.79,15.57
CBL06D4G,3032,Primary,564.34,1180.69,15.3
CHA46,3032,Primary,828.42,1226.7,13.3
GFSCMIN1,3032,Primary,912.43,1243.42,12.57
GIR01P1G,3032,Primary,527.11,1101.57,15.17
GLR05F5L,3032,Primary,464.91,1476.44,14.99
GLR06F3L,3032,Primary,483.57,1479.19,15
KRK02S2G,3032,Primary,260.25,1189.17,16.38
LNE07102,3032,Primary,672.72,1261.92,14.36
LNE13010,3032,Primary,247.62,1616.52,16.97
MGSCA16,3032,Primary,781.75,1120.04,12.85
MTW12,3032,Primary,746.86,1140.67,14.04
MTW13,3032,Primary,801.43,1132.4,14.35
NCT125-1,3032,Primary,601.95,1394.13,16.4
NDMHU1-3,3032,Primary,567.6,1429.18,14.75
NDMHU2-2,3032,Primary,698.14,1618.77,13.76
NDRFS2-3,3032,Primary,508.91,1116.82,14.99
NDWG006,3032,Primary,466.79,1409.17,15.05
NDWG012,3032,Primary,608.58,1440.03,14.65
NRAC737,3032,Primary,701.78,1201.31,14
NWENG055,3032,Primary,853.75,1557.62,13.76
NWENG056,3032,Primary,967.19,1632.44,13.27
NWENG058,3032,Primary,760.05,1609.55,14.72
NWENG066,3032,Primary,615.23,1613.14,14.65
NWENG067,3032,Primary,631.85,1589.32,15.02
NWENG094,3032,Primary,840.96,1492.63,13.95
NWENG107,3032,Primary,865.64,1745.42,14.12
NWENG108,3032,Primary,869.7,1728.46,14.37
NWENG109,3032,Primary,637.43,1583.35,15.44
NWENG110,3032,Primary,759.36,1766.57,13.48
NWENG120,3032,Primary,1012.86,1610.64,12.77
NWENG135,3032,Primary,385.51,1547.78,16.02
NWENG139,3032,Primary,716.46,1386.01,13.67
NY_DB39,3032,Primary,518.94,1139.63,15.78
NY_RK2,3032,Primary,734.85,1141.87,14.09
PAWMUL03,3032,Primary,373.58,1545.87,15.31
PAWRUL04,3032,Primary,618.62,1768.14,14.36
PTBUL004,3032,Primary,265.6,1352.38,15.12
PTKNO001,3032,Primary,644.01,1377.29,15.02
ROY10,3032,Primary,404.93,1047.9,15.75
TWHRF1,3032,Primary,855.05,1592.89,13.34
WING0002,3032,Primary,658.92,1302.83,14.52
WINGMLL3,3032,Primary,498.61,1220.96,15.2
WINGMUL7,3032,Primary,486.84,1211.33,15.38
WINGRLL1,3032,Primary,436.15,1305.35,15.2
WNPFF43,3032,Primary,789.99,1293.74,12.99
CBY01B1M,3032,Primary,611.98,1911.17,14.52
CBY04B3U,3032,Primary,670.11,1797.27,14.62
CBY05B0C,3032,Primary,689.74,1753.12,14.78
STR01O1V,3032,Primary,380.91,1463.25,15.13
STR02O3M,3032,Primary,274.77,1352.1,15.62
FF_PP114,3032,Primary,960.99,2250.3,12.72
BAL11F5L,3032,Primary,521.46,1775.66,15.05
MUM48,3032,Primary,818.82,1065.87,13.82
MUM64,3032,Primary,656.26,1017.02,14.31
MUM67,3032,Primary,646.22,1016.8,14.38
MUM68,3032,Primary,830.78,1017.54,14.28
MUM84,3032,Primary,733.57,1006.66,14.32
DRG04B3S,3032,Primary,847.13,1532.42,13.21
DRG07B4S,3032,Primary,824.1,1521.84,13.28
CUT03-3,3032,Primary,1004.92,1270.51,13.8
CUKOR008,3032,Secondary,1040.79,1308.95,14.94
NUOAK031,3032,Secondary,530.93,1566.12,15.21
DRG08B8S,3032,Secondary,839.98,1495.67,13.4
A1_32,3032,Secondary,900,1349.56,12.71
A1_45,3032,Secondary,591.08,1379.96,14.32
01RPT1,3033,Primary,675.74,1098.14,13.96
02RPT1,3033,Primary,806.76,1160.41,13.4
03RPT1,3033,Primary,818.66,1178.75,13.16
04RPT1,3033,Primary,816.49,1127.55,13.16
10220G5,3033,Primary,910.11,1086.84,12.99
BAR52X1V,3033,Primary,541.85,1232.64,15.16
BWM02D7F,3033,Primary,551.39,1209.5,15.27
CHC01X1F,3033,Primary,309.31,1390.15,15.47
CLO39,3033,Primary,637.58,1325.08,14.23
GGGIB08,3033,Primary,1079.88,1137.14,12.28
GGGIB11,3033,Primary,978.77,1054.94,12.91
GGGIB15,3033,Primary,1059.73,1121.79,12.22
GGGIB18,3033,Primary,968.37,1096.45,12.94
GGLON08,3033,Primary,991.1,1059.63,12.58
GIBGC098,3033,Primary,1112.11,1320.71,12.2
GTGIR003,3033,Primary,1068.57,1305.25,12.67
GTW01-1,3033,Primary,977.15,1264.35,13.4
GTW02-2,3033,Primary,885.83,1262.16,13.98
GTW08-1,3033,Primary,1024.68,1072.22,12.55
GTW10-3,3033,Primary,1059.02,1076.28,12.61
JTHTB42,3033,Primary,1046.92,1301.13,12.76
MGSCA07,3033,Primary,992.68,1170.3,12.26
MGSCA10,3033,Primary,929.56,1057.21,13.44
MGSCA12,3033,Primary,1150.53,1195.67,12.17
MGSCA13,3033,Primary,1112.24,1153.66,12.36
MGSCA19,3033,Primary,592.7,1044.97,14.14
MGSCA20,3033,Primary,917.81,1140.18,12.69
MGSCA22,3033,Primary,1058.14,1150.14,12.46
MGSCA23,3033,Primary,1040.09,1078.95,12.85
MGSCA26,3033,Primary,938.67,1006.97,13.74
MGSCA27,3033,Primary,789.29,1027.08,13.38
MGSCA35,3033,Primary,606.19,1030.6,14.55
NCA00029,3033,Primary,674.81,1293.05,14.52
NCEWI001,3033,Primary,934.62,1320.96,13.5
NCEWI002,3033,Primary,990.23,1325.95,13.21
NCEWI005,3033,Primary,755.24,1318.83,13.93
NCEWI006,3033,Primary,868.6,1319.31,13.79
NCPP0029,3033,Primary,1058.69,1387.89,12.28
NDRFS3-1,3033,Primary,796.36,1527.93,14.13
NDRIP2-3,3033,Primary,470.31,1449.48,15.06
NEF2313,3033,Primary,1027.12,1269.48,13.06
NEF2321,3033,Primary,711.13,1171.73,14.7
NEF4029,3033,Primary,805.81,2001.2,13.52
NGCON002,3033,Primary,851.42,1391.12,13.23
NGGIR002,3033,Primary,783.74,1088.12,14.01
NGRFS4-2,3033,Primary,860.12,1424.6,13.3
NRAC813,3033,Primary,1005.75,1272.86,12.94
NUMIS022,3033,Primary,817.55,1842.04,14.09
NUNEV023,3033,Primary,891.65,2231.35,12.9
NUNUL019,3033,Primary,911.94,1610.58,13
NUOAK016,3033,Primary,873.1,1626.6,13.18
NWENF001,3033,Primary,1148.64,1202.86,12.14
NWENF002,3033,Primary,1077.23,1179.56,12.3
NWENG037,3033,Primary,1034.54,1416.28,12.15
NWENG115,3033,Primary,903.93,1633.22,12.78
NWENG119,3033,Primary,835.5,1629.53,13.01
NWGIRW21,3033,Primary,966.96,1251.4,12.55
NWNOW001,3033,Primary,921.37,1085.25,13.13
NWRIAW10,3033,Primary,928.03,961.01,13.24
NWRIAW33,3033,Primary,1010.86,1090.39,12.53
NWSTY001,3033,Primary,994.48,1045.05,13.16
NWSTYW49,3033,Primary,1031.12,1181.13,12.02
NWTUG006,3033,Primary,996.14,1061.7,12.45
NY_DB34,3033,Primary,978.04,1374.17,12.76
NY_DB37,3033,Primary,986.63,1372.89,12.76
NY_RK11,3033,Primary,974,1331.78,12.94
OWRFF37,3033,Primary,931.81,1420.88,12.94
PAW00055,3033,Primary,1108.94,1238.47,11.79
PAW00070,3033,Primary,828.02,1232.71,13.97
PAWMLH02,3033,Primary,939.19,1845.44,12.98
PAWRLH05,3033,Primary,962.13,1244.31,12.49
PAWRLL01,3033,Primary,639.2,1185.34,14.4
PAWRLL03,3033,Primary,821.28,1381.18,13.49
PAWRUH02,3033,Primary,1025.27,1809.52,11.63
PAWRUH04,3033,Primary,984.15,1845.01,12.73
PBSCWSH1,3033,Primary,1053.86,1310.96,11.95
PPK00056,3033,Primary,962.07,1609.74,12.62
PPKMLH01,3033,Primary,1010.24,1537.85,12.42
PPKMUH03,3033,Primary,1014.64,1377.89,12.56
PPKRLH01,3033,Primary,884.23,1293.07,13
PPKRLH06,3033,Primary,1025.84,1562.38,12.29
PPKRUH01,3033,Primary,999.05,1745.14,12.91
RF912122,3033,Primary,937.94,1353.34,13.02
ROY31,3033,Primary,936.37,1141.88,13.11
ROYB18,3033,Primary,876.09,1134.59,12.88
WING0601,3033,Primary,697.1,1327.87,14.06
WING0603,3033,Primary,744.82,1350.47,14.09
WINGMUH7,3033,Primary,848.56,1337.46,13.93
WINGRLH1,3033,Primary,825.38,1234.43,13.54
WINGRLH3,3033,Primary,852.45,1358.96,13.41
WINGRLH4,3033,Primary,863.3,1590.73,13.19
WINGRLH5,3033,Primary,818.56,1493.96,13.61
WNPFF38,3033,Primary,1086.83,1214.5,12.63
WNPFF40,3033,Primary,1070.96,1207.84,12.93
WNPFF46,3033,Primary,883.76,1284.39,13.48
WNPFF48,3033,Primary,751.69,1252.03,13.82
WNPFF73,3033,Primary,1057.59,1366.29,12.34
WNPFF74,3033,Primary,849.61,1249.33,13.57
WNPFF75,3033,Primary,1135.35,1345.31,12.37
WNPFF80,3033,Primary,979.71,1297.58,12.94
DRG03B6U,3033,Primary,1088.07,1629.04,11.55
CBY07B4V,3033,Primary,567.76,1689.27,15.06
GIBGC-97,3033,Primary,1087.02,1292.33,12.38
WNPFF39,3033,Primary,1077.26,1271.43,12.26
WNPFF76,3033,Primary,1110.36,1361.09,12.28
CARR28,3033,Primary,921.52,1410.13,12.86
CARR40,3033,Primary,992.82,1477.07,12.68
CARR51,3033,Primary,1013.24,1536.81,12.45
CARR52,3033,Primary,1027.91,1552.08,12.36
MUM05,3033,Primary,1071.46,1105.09,11.62
MUM07,3033,Primary,1020.1,962.17,13.05
MUM08,3033,Primary,1066.47,1004.8,12.53
MUM57,3033,Primary,1048.29,1180.69,12.14
MUM58,3033,Primary,1097.22,1200.31,11.93
NOW53,3033,Primary,817.06,1022.62,12.77
DRG09F4S,3033,Primary,835.04,1529.52,13.25
DRG11F1M,3033,Primary,885.37,1513.97,12.85
DRG12F2L,3033,Primary,853.84,1525.9,12.79
DRG15F2S,3033,Primary,914.75,1491.39,12.98
GIBGC096,3033,Secondary,1076.35,1288.98,12.41
MGSCA24,3033,Secondary,831.66,1085.36,12.87
WNPFF72,3033,Secondary,840.3,1217.39,13.74
DRG02B8M,3033,Secondary,1109.41,1604.34,11.69
JTHTB13,3033,Secondary,1003.48,1289.09,12.82
JTHTB43,3033,Secondary,1015.83,1304.95,12.74
DRG13B2S,3033,Secondary,911.38,1519.84,12.75
A1_33,3033,Secondary,952.28,1350.59,12.9
GF005,3034,Primary,843.35,978.25,13.17
GF043,3034,Primary,501.55,868.47,15.01
NW13A,3034,Primary,756.91,944.61,13.44
NWTUG004,3034,Primary,810.4,925.5,13.72
RMK02D3L,3034,Secondary,746.68,915.44,14.16
CHRMUR02,3035,Primary,615.12,2355.44,16.1
CHRMUR04,3035,Primary,573.65,2513.21,15.48
CHRMUR06,3035,Primary,641.05,2600.99,15.45
CHRMUR07,3035,Primary,751.64,2536.11,15.64
NCWHI002,3035,Primary,570.68,2497.3,15.59
NEF2317,3035,Primary,444.85,2196.34,16.96
NEF2318,3035,Primary,541.55,2246.08,16.71
NEF2320,3035,Primary,324.91,2015.65,17.93
NRAC206,3035,Primary,397.62,2098.56,17.19
NRAC741,3035,Primary,208.14,2339.29,17.16
BLM01R7C,3035,Primary,221.95,2051.15,17.38
HNB02R1M,3035,Primary,190.18,2160.66,17.65
DNN07A1F,3035,Primary,176.45,1774.55,18.03
DNN08B1F,3035,Primary,180,1792.46,18
HNB05R5S,3035,Primary,750.36,2381.6,15.62
HNB06R2S,3035,Primary,790.42,2392.34,15.6
HNB15R6U,3035,Primary,253.92,2029.69,17.95
HNB16R2U,3035,Primary,252.63,2023.97,17.95
HNB17R7M,3035,Primary,249.21,2060.99,17.85
HNB18R5L,3035,Primary,218.88,2101.75,17.64
HNB19R5B,3035,Primary,265.16,2028.53,17.91
HNB50R3M,3035,Primary,289.44,2140.47,17.95
MBH14B3C,3035,Primary,570.52,1957.76,17.3
HNB61R2V,3035,Primary,347.69,2107.2,18.19
APP54N3G,3036,Primary,100.46,1403.69,15.67
AVN04T2M,3036,Primary,293.53,1512.85,14.85
AVN23,3036,Primary,339.36,1436.07,14.78
BAG013,3036,Primary,523.88,1945.02,14.32
BAG018,3036,Primary,395.84,1922.23,14.56
BAG021,3036,Primary,552.38,1904.18,14.22
BLL01I1B,3036,Primary,165.61,1388.22,16.17
BLL05T2M,3036,Primary,170.66,1387.16,15.83
BLL07I1B,3036,Primary,196.25,1382.87,16.02
BLL10T2B,3036,Primary,187.41,1366.74,16.02
BLL21T3M,3036,Primary,252.32,1392.85,15.58
BLL24T3B,3036,Primary,267.6,1434.06,15.74
BLLA4C2V,3036,Primary,372.97,1555.75,14.46
BMN08D2L,3036,Primary,309.94,1057.23,13.76
BMN09D1V,3036,Primary,339.82,1054.62,13.64
BRY018B,3036,Primary,205.75,1700.96,15.42
BRY044LQ,3036,Primary,455.3,1679.89,14.08
BUD027,3036,Primary,286.3,1605.01,15.21
BUN032LQ,3036,Primary,246.66,1220.44,15.35
CAMB02,3036,Primary,378.83,1280.45,14.96
CUW06D3L,3036,Primary,269.48,1048.11,13.66
CUW07D8L,3036,Primary,262.46,1050.1,13.76
FLRNP6B,3036,Primary,38.28,1305.55,16.28
FLRNP9B,3036,Primary,76.66,1327.86,16.36
HRN79B4V,3036,Primary,90.05,1154.51,16.54
KAN001,3036,Primary,173.06,1619.4,15.81
KIA002B,3036,Primary,448.84,1958.75,14.59
KIA013B,3036,Primary,195.75,1917.54,15.05
KIA014B,3036,Primary,249.66,1936.54,14.83
KIE001,3036,Primary,302.22,1518.94,15.43
KIE002,3036,Primary,328.54,1557.87,15.23
MNA01D1M,3036,Primary,182.88,1014.12,14.51
MNA02D8F,3036,Primary,147.42,1022.61,14.48
MNA03D1L,3036,Primary,157.02,1021.12,14.56
NSES103,3036,Primary,75.17,1351.03,16.39
NSSG105,3036,Primary,55.78,1302.99,16.28
NSSG108,3036,Primary,45.94,1303.53,16.28
NSSG114,3036,Primary,106.95,1366.31,16.07
NSSS106,3036,Primary,49.08,1184.1,16.91
RBR04T8M,3036,Primary,352.52,1611.99,13.69
RBR05T1V,3036,Primary,318.52,1540.78,14.32
RBR13T4U,3036,Primary,330.22,1554.09,14.9
RBR55T2M,3036,Primary,387.96,1524.62,14.65
RNR003,3036,Primary,452.55,1788.24,14.45
RNR004,3036,Primary,451.32,1769.27,14.36
RNR006,3036,Primary,466.77,1772.72,14.15
RNR008,3036,Primary,459.15,1809.35,14.17
SCCJB11,3036,Primary,361.82,1385.55,14.22
SCCJB31,3036,Primary,408.4,1729.57,13.19
SZ21020G,3036,Primary,373.3,1080.51,13.71
SZ21033G,3036,Primary,273.25,1076.33,13.9
SZ21085G,3036,Primary,419.94,945.86,12.63
